amount,transaction_type,merchant_category,hour,location_risk,device_trusted,failed_attempts,is_international,is_fraud
17107.34,Transfer,Healthcare,3,48,0,3,0,0
89371.08,Transfer,Shopping,23,82,0,4,1,1
33506.52,Transfer,Electronics,21,87,0,1,1,0
36216.13,Transfer,ATM,16,63,1,1,0,0
18816.26,Refund,Restaurant,14,32,1,2,0,0
16950.94,Withdrawal,Utility,21,54,0,5,1,0
47825.78,Deposit,Electronics,9,56,1,2,0,0
19600.45,Payment,Electronics,6,46,0,2,0,0
43220.36,Transfer,Entertainment,2,72,0,1,1,1
50563.7,Withdrawal,Shopping,8,16,1,2,0,0
20422.18,Refund,Travel,8,17,1,1,1,0
38869.13,Transfer,Entertainment,17,65,0,4,0,0
4402.07,Refund,Fuel,22,2,1,1,1,0
39428.85,Payment,Restaurant,6,40,0,5,0,0
28244.75,Withdrawal,Utility,16,14,0,1,1,0
26884.69,Payment,Restaurant,7,20,1,1,1,0
54700.1,Deposit,Entertainment,14,38,1,4,0,1
38445.9,Purchase,ATM,20,38,1,4,1,0
16182.33,Payment,Healthcare,18,88,0,4,0,0
38268.65,Refund,Restaurant,2,26,1,3,0,0
84449.41,Payment,Fuel,23,97,1,3,0,1
48403.9,Deposit,Travel,7,52,1,3,0,1
20558.45,Purchase,Restaurant,3,62,1,4,0,0
6198.37,Transfer,Grocery,6,71,0,1,0,0
16844.9,Transfer,Electronics,16,3,0,3,1,0
52136.03,Purchase,Fuel,7,55,0,4,0,1
6709.88,Withdrawal,Shopping,16,89,1,1,0,0
14839.6,Transfer,Restaurant,18,62,0,2,1,0
63910.76,Purchase,Travel,18,11,0,5,1,1
23890.97,Withdrawal,Restaurant,22,49,1,0,0,0
33176.47,Withdrawal,Entertainment,20,23,0,2,1,0
52142.62,Refund,Fuel,4,44,0,5,0,1
3997.08,Deposit,Electronics,7,44,0,3,0,0
55401.44,Refund,Healthcare,1,10,1,3,1,1
11117.74,Refund,Shopping,2,5,1,5,0,0
25182.99,Payment,Shopping,12,54,1,0,0,0
2614.13,Purchase,Entertainment,17,87,0,0,0,0
45290.24,Withdrawal,Utility,6,7,1,0,0,0
1667.35,Refund,Grocery,6,80,0,4,0,0
73462.11,Purchase,Travel,23,86,1,1,1,1
37459.71,Deposit,Healthcare,15,37,1,5,1,0
10177.47,Deposit,Shopping,16,79,0,0,0,0
10457.95,Withdrawal,Shopping,3,43,0,1,0,0
2326.64,Refund,Utility,21,87,0,2,0,0
29409.24,Transfer,ATM,21,87,0,4,0,0
57071.95,Transfer,Healthcare,7,83,0,4,1,1
63499.09,Refund,Grocery,1,61,0,5,0,1
38934.61,Refund,Shopping,7,62,1,2,0,0
915.3,Transfer,Travel,17,32,1,2,0,0
80529.48,Deposit,Utility,23,60,0,4,0,1
17036.9,Purchase,Electronics,7,99,1,4,0,0
34883.12,Withdrawal,Restaurant,3,97,1,5,1,0
1956.56,Transfer,Grocery,3,7,0,2,1,0
10066.23,Refund,Restaurant,6,42,0,0,1,0
62384.82,Withdrawal,Entertainment,1,88,0,0,1,1
54257.93,Withdrawal,Restaurant,3,49,0,2,0,1
7352.45,Withdrawal,Electronics,0,9,1,0,1,0
45768.35,Refund,Healthcare,10,60,1,0,0,0
440.21,Refund,ATM,11,4,0,4,0,0
61608.61,Transfer,Entertainment,14,30,1,1,1,1
14464.5,Payment,Entertainment,7,47,0,2,0,0
3353.92,Purchase,Fuel,22,24,1,3,0,0
34909.06,Payment,Travel,23,55,0,1,0,0
39891.13,Withdrawal,Travel,14,57,1,2,0,0
11579.41,Refund,Grocery,11,61,0,3,0,0
9876.56,Withdrawal,Utility,21,80,1,5,0,0
6008.16,Purchase,Travel,16,60,0,3,0,0
58174.32,Purchase,Travel,3,12,0,2,0,1
4554.35,Refund,Healthcare,11,40,1,3,0,0
5635.25,Deposit,Restaurant,14,10,1,5,0,0
39313.78,Purchase,Entertainment,12,77,1,2,0,0
545.64,Refund,Travel,15,95,0,1,0,0
23278.46,Purchase,Electronics,15,52,0,3,0,0
31982.24,Withdrawal,Grocery,3,14,0,3,0,0
1873.85,Purchase,Shopping,20,84,0,3,0,0
15645.74,Withdrawal,Travel,15,76,1,2,1,0
46890.67,Purchase,Electronics,18,9,1,2,0,0
7466.04,Deposit,Grocery,22,57,0,2,0,0
89935.47,Transfer,Restaurant,8,98,0,2,0,1
54583.47,Transfer,Healthcare,21,51,1,1,0,0
53683.89,Refund,Fuel,4,30,0,5,1,1
13536.52,Withdrawal,Electronics,2,55,1,3,0,0
14360.15,Refund,Travel,3,81,1,4,0,0
17268.8,Deposit,Entertainment,12,41,0,0,1,0
80662.98,Transfer,Travel,6,98,0,0,1,1
6293.67,Purchase,Entertainment,1,100,1,5,0,0
38481.97,Deposit,Restaurant,15,84,0,1,0,0
38374.57,Deposit,Restaurant,20,14,0,3,0,0
3305.43,Refund,Entertainment,18,88,1,3,1,0
38076.51,Refund,Shopping,7,2,1,0,0,0
16121.14,Transfer,Healthcare,15,40,1,1,0,0
49220.06,Withdrawal,Travel,20,84,1,1,1,1
39979.08,Payment,Shopping,11,20,1,1,0,0
28478.72,Deposit,Utility,10,7,1,0,0,0
16193.07,Purchase,Electronics,16,42,1,4,1,0
2047.31,Purchase,ATM,11,22,0,2,0,0
26870.06,Transfer,Utility,18,20,0,4,0,0
73579.77,Withdrawal,Entertainment,12,65,0,3,0,1
76049.9,Withdrawal,Healthcare,2,55,0,0,0,1
30680.3,Deposit,Entertainment,5,95,1,4,0,0
9090.57,Refund,Grocery,12,65,0,0,0,0
82169.93,Deposit,Electronics,14,75,1,4,0,1
29214.14,Withdrawal,Restaurant,7,11,0,2,1,0
56578.21,Withdrawal,Travel,0,89,0,4,0,1
57482.61,Purchase,Entertainment,5,89,1,5,0,1
12172.85,Withdrawal,Utility,20,91,1,1,0,0
85315.11,Deposit,Utility,7,90,1,2,0,1
26413.29,Deposit,Fuel,0,78,1,1,0,0
4023.78,Withdrawal,Utility,8,15,1,5,1,0
59782.86,Deposit,ATM,9,19,1,0,0,0
21597.75,Withdrawal,Travel,7,83,0,4,0,0
54488.5,Deposit,Shopping,15,64,0,3,0,1
25394.3,Refund,Travel,14,20,0,4,0,0
19305.11,Deposit,Electronics,4,75,0,0,0,0
1859.93,Purchase,Electronics,7,84,0,0,0,0
24359.84,Transfer,Restaurant,11,98,0,1,0,0
10314.78,Refund,Healthcare,16,100,1,5,0,0
59478.94,Withdrawal,Fuel,5,30,0,0,1,1
14988.25,Deposit,Utility,1,99,1,1,0,0
28835.52,Purchase,Shopping,11,72,1,4,0,0
8519.47,Withdrawal,Electronics,7,15,1,5,0,0
22405.35,Deposit,Grocery,16,1,0,3,0,0
32464.71,Refund,Restaurant,2,58,1,2,0,0
32669.41,Withdrawal,Utility,20,36,1,5,0,0
34534.29,Purchase,Restaurant,6,58,0,5,0,0
26433.31,Payment,Fuel,9,47,1,2,0,0
39035.71,Payment,Grocery,0,42,0,2,0,0
40061.45,Refund,Shopping,4,27,1,4,0,1
3571.74,Purchase,Shopping,5,73,0,4,0,0
78134.45,Withdrawal,Shopping,8,63,1,4,0,1
19335.52,Withdrawal,Utility,2,48,1,2,0,0
24716.83,Withdrawal,Restaurant,23,5,1,0,1,0
5527.58,Deposit,Utility,1,83,1,1,0,0
20283.87,Refund,Electronics,22,56,0,0,0,0
50477.31,Withdrawal,Grocery,19,32,1,1,0,0
87656.18,Transfer,Grocery,7,63,1,4,0,1
5941.61,Payment,ATM,20,84,0,0,1,0
31089.85,Refund,ATM,4,7,0,2,0,0
26981.08,Purchase,Utility,4,13,1,1,0,0
61208.36,Deposit,Healthcare,4,39,1,4,0,1
20183.79,Transfer,Grocery,13,43,0,4,0,0
48885.25,Withdrawal,Entertainment,14,80,0,1,0,1
88888.66,Deposit,Grocery,19,45,1,4,0,1
16732.99,Transfer,Grocery,17,13,1,4,0,0
15886.04,Payment,Travel,22,58,0,5,1,0
54260.63,Withdrawal,Grocery,10,34,0,5,0,1
3005.34,Transfer,Travel,13,62,1,0,0,0
2222.56,Deposit,Entertainment,20,64,1,4,0,0
21011.96,Purchase,Electronics,7,33,0,2,0,0
50589.94,Deposit,Shopping,1,50,1,0,0,0
911.73,Transfer,Entertainment,11,40,1,0,0,0
15189.97,Transfer,Grocery,0,38,1,2,0,0
21125.31,Payment,Entertainment,16,28,1,5,1,0
25557.44,Transfer,Entertainment,0,37,0,2,1,0
78231.56,Transfer,Utility,13,8,0,1,0,1
10695.28,Purchase,Shopping,3,22,0,3,0,0
36139.58,Deposit,Travel,1,72,0,2,0,0
73437.91,Transfer,Restaurant,3,44,0,3,0,1
37588.02,Deposit,Healthcare,15,62,1,1,0,0
24179.83,Deposit,Restaurant,5,90,0,0,1,0
30642.76,Purchase,Fuel,11,40,1,0,1,0
72312.26,Transfer,Healthcare,12,76,1,2,0,1
11194.7,Withdrawal,Healthcare,21,40,0,5,0,0
46068.69,Purchase,Electronics,7,57,0,2,0,1
82549.02,Refund,Fuel,18,59,1,4,0,1
23130.89,Refund,ATM,9,3,0,4,0,0
33664.96,Refund,Healthcare,12,31,0,5,0,0
23898.1,Refund,Utility,17,3,1,1,1,0
31914.74,Deposit,Utility,13,33,1,1,1,0
51314.67,Transfer,Restaurant,8,19,1,0,0,0
26169.5,Payment,Electronics,13,17,1,2,1,0
35340.81,Payment,Entertainment,13,89,1,0,0,0
20616.44,Refund,Restaurant,11,21,1,2,0,0
50743.15,Deposit,ATM,6,15,1,3,1,1
1666.86,Refund,Travel,13,97,1,2,0,0
39728.28,Transfer,Entertainment,23,28,1,3,0,0
21390.71,Transfer,Utility,15,62,0,2,0,0
88322.0,Payment,Utility,1,18,1,5,0,1
8017.91,Transfer,ATM,9,5,1,3,0,0
21480.5,Payment,Restaurant,15,34,1,5,0,0
12710.25,Deposit,Travel,22,86,1,3,1,0
57125.65,Transfer,Healthcare,5,1,1,0,0,0
28540.68,Purchase,Utility,5,61,1,1,0,0
50505.6,Refund,Travel,21,65,1,0,0,0
80458.16,Withdrawal,Entertainment,12,3,0,3,1,1
38521.35,Withdrawal,Utility,13,88,1,2,0,0
62914.65,Refund,Healthcare,6,89,1,0,0,1
57518.71,Purchase,Entertainment,11,29,1,3,1,1
23436.51,Purchase,Entertainment,9,73,0,4,0,0
52916.94,Deposit,Entertainment,18,43,0,5,1,1
36821.64,Purchase,Electronics,12,78,0,2,1,0
28747.11,Refund,Grocery,15,80,0,1,0,0
51363.86,Purchase,Grocery,16,9,0,1,0,1
57663.3,Payment,Healthcare,7,23,1,4,0,1
54466.83,Refund,Grocery,2,90,1,5,0,1
14911.91,Deposit,Fuel,18,39,1,2,0,0
15863.74,Purchase,Shopping,4,71,1,4,0,0
1746.93,Transfer,ATM,11,13,0,5,0,0
74083.65,Withdrawal,Restaurant,18,96,0,2,1,1
83780.02,Transfer,Fuel,6,74,1,1,0,1
28495.28,Deposit,Healthcare,5,68,1,3,0,0
682.75,Payment,Restaurant,9,81,1,0,0,0
81630.95,Deposit,Fuel,14,61,0,5,0,1
9560.63,Payment,Fuel,11,6,1,2,0,0
40566.86,Payment,ATM,19,19,1,5,0,1
35392.11,Withdrawal,Utility,4,51,1,5,1,0
48100.07,Withdrawal,Shopping,21,68,1,4,0,1
29922.02,Payment,Utility,5,65,1,3,0,0
26642.5,Refund,Entertainment,19,11,0,2,0,0
50107.55,Deposit,Fuel,19,49,1,2,0,0
39976.65,Transfer,Electronics,23,41,1,1,0,0
81255.3,Purchase,Fuel,0,37,0,2,0,1
27437.81,Refund,Electronics,4,77,1,1,0,0
13398.85,Withdrawal,Entertainment,11,57,0,2,1,0
54168.11,Transfer,Travel,0,11,0,2,0,1
50616.33,Purchase,Travel,16,39,1,3,1,1
59227.35,Purchase,Restaurant,15,8,0,5,0,1
87467.4,Withdrawal,Electronics,14,47,1,0,1,1
48754.23,Deposit,Utility,6,59,0,1,1,1
4697.28,Purchase,Electronics,21,38,0,3,0,0
25014.11,Refund,ATM,5,21,1,0,0,0
86199.74,Withdrawal,Shopping,12,43,1,5,1,1
50088.91,Transfer,Electronics,8,32,1,4,0,1
20403.81,Purchase,Electronics,17,92,0,0,0,0
34373.26,Purchase,Travel,23,32,0,5,0,0
24433.45,Transfer,ATM,20,53,0,1,1,0
67609.13,Withdrawal,Healthcare,15,63,1,3,0,1
50259.82,Transfer,Entertainment,4,41,1,2,0,0
35480.71,Withdrawal,Fuel,9,52,1,0,1,0
20316.83,Transfer,Shopping,13,97,0,5,1,0
6651.27,Transfer,Electronics,23,67,0,3,1,0
22208.73,Purchase,Healthcare,17,72,0,3,0,0
21311.85,Refund,Grocery,2,73,1,5,0,0
51031.64,Payment,Grocery,17,22,1,3,1,1
37485.46,Transfer,Healthcare,2,39,1,5,0,0
31849.08,Transfer,Fuel,23,52,1,5,0,0
26351.47,Purchase,Travel,1,9,1,0,0,0
2675.72,Refund,Entertainment,5,53,1,4,1,0
52458.44,Withdrawal,Healthcare,2,53,0,2,0,1
2741.07,Payment,Entertainment,21,69,0,3,0,0
9334.27,Refund,Electronics,8,29,1,2,1,0
59080.0,Withdrawal,ATM,23,84,1,3,1,1
26001.93,Purchase,Utility,2,42,0,0,1,0
426.11,Purchase,Utility,11,97,0,5,0,0
64656.04,Payment,Utility,17,33,0,4,0,1
29337.43,Refund,Entertainment,15,62,0,3,1,0
18033.63,Deposit,Electronics,19,93,0,1,0,0
9590.58,Purchase,Healthcare,6,2,0,0,0,0
88784.34,Withdrawal,Travel,19,63,0,1,1,1
20783.02,Deposit,Grocery,16,87,0,1,0,0
35494.76,Refund,Healthcare,9,89,1,5,1,0
20600.3,Refund,Shopping,0,12,0,5,0,0
44604.99,Payment,Fuel,1,69,0,3,0,1
47548.41,Refund,Grocery,4,46,1,5,0,1
27514.97,Deposit,Fuel,22,7,1,5,0,0
19150.58,Withdrawal,Travel,10,80,1,4,0,0
9185.24,Payment,Utility,12,97,0,3,1,0
23207.05,Refund,Entertainment,11,70,1,5,0,0
11361.65,Purchase,Fuel,11,32,1,4,1,0
21639.25,Withdrawal,Grocery,19,19,0,2,0,0
33593.06,Refund,Grocery,12,79,1,0,1,0
38196.36,Payment,Restaurant,20,72,1,0,0,0
19424.53,Transfer,Electronics,1,7,0,3,1,0
16671.53,Transfer,Shopping,9,31,0,0,0,0
70435.46,Purchase,Restaurant,22,41,1,0,1,1
28101.96,Deposit,Restaurant,15,48,0,2,0,0
28246.4,Refund,Grocery,20,41,0,0,0,0
25584.62,Withdrawal,Utility,20,68,0,1,1,0
73043.28,Transfer,Electronics,6,1,0,2,0,1
32562.16,Transfer,Utility,10,39,1,1,0,0
30132.28,Withdrawal,Utility,9,4,1,1,0,0
887.54,Purchase,Utility,5,45,1,1,0,0
59826.43,Deposit,Fuel,17,47,0,2,0,1
40381.96,Transfer,Utility,2,12,1,4,1,1
52646.71,Transfer,Grocery,23,47,0,1,0,1
1421.74,Purchase,Travel,23,12,1,0,0,0
4157.95,Deposit,Grocery,15,34,0,2,0,0
24489.23,Payment,ATM,19,28,0,1,1,0
30704.61,Refund,Fuel,12,72,1,3,0,0
10772.23,Refund,Restaurant,1,73,0,5,0,0
12001.82,Withdrawal,ATM,1,49,0,2,1,0
28683.18,Purchase,Utility,2,20,1,0,0,0
32158.62,Refund,Healthcare,19,12,0,5,0,0
54340.3,Purchase,ATM,7,56,1,4,0,1
54077.54,Payment,Travel,21,89,0,0,0,1
22152.78,Deposit,ATM,8,48,1,4,0,0
47407.44,Refund,ATM,10,14,1,3,0,1
14467.22,Purchase,Shopping,14,80,1,3,0,0
81582.15,Deposit,Grocery,4,26,0,2,0,1
343.63,Deposit,Shopping,16,81,0,0,1,0
15584.49,Withdrawal,Travel,0,79,0,3,0,0
30954.33,Purchase,Healthcare,7,100,1,3,1,0
66448.44,Payment,Grocery,15,84,0,3,0,1
21479.71,Refund,ATM,13,55,0,3,0,0
65717.73,Payment,Restaurant,16,8,0,1,0,1
30049.11,Purchase,ATM,18,70,0,2,1,0
290.54,Deposit,Utility,11,13,1,1,0,0
30378.63,Refund,Entertainment,6,52,1,4,0,0
22766.25,Deposit,Electronics,13,70,1,0,0,0
35320.81,Payment,Shopping,21,68,0,1,1,0
30264.47,Transfer,Fuel,11,22,1,3,0,0
35847.29,Purchase,Entertainment,17,100,0,5,1,0
602.45,Withdrawal,Healthcare,3,86,1,4,1,0
37106.31,Purchase,Grocery,17,8,0,2,0,0
56652.96,Transfer,Healthcare,8,68,1,4,0,1
32397.25,Transfer,Shopping,7,25,1,3,0,0
11049.6,Deposit,Utility,23,82,0,3,0,0
47525.06,Withdrawal,Electronics,21,65,0,3,1,1
31919.14,Deposit,ATM,18,61,1,1,0,0
60049.26,Deposit,Shopping,0,90,0,3,0,1
1485.16,Withdrawal,Utility,3,17,1,5,1,0
12097.16,Purchase,Travel,10,63,0,1,1,0
23323.08,Purchase,Healthcare,5,16,1,5,0,0
14850.49,Withdrawal,Healthcare,15,77,1,5,0,0
21176.23,Purchase,Utility,17,21,1,1,0,0
49512.3,Refund,Utility,13,56,0,0,0,1
65205.94,Payment,Shopping,8,92,1,2,0,1
50634.68,Payment,Entertainment,4,15,1,4,0,1
24173.85,Transfer,Healthcare,4,34,1,4,1,0
8202.72,Withdrawal,ATM,5,74,0,3,0,0
89507.55,Deposit,Entertainment,15,79,1,0,1,1
33470.19,Transfer,Electronics,7,67,0,3,0,0
48228.74,Deposit,Shopping,16,28,0,4,0,1
38849.25,Deposit,ATM,16,50,0,1,0,0
53617.05,Transfer,Entertainment,20,65,1,1,1,1
38521.36,Purchase,Restaurant,11,52,1,3,0,0
42391.4,Purchase,Shopping,9,26,1,5,0,1
343.62,Refund,Fuel,13,19,1,1,0,0
24814.18,Payment,Grocery,1,94,0,1,1,0
36331.62,Transfer,Entertainment,20,5,1,0,0,0
25838.4,Purchase,ATM,2,1,0,4,0,0
2420.76,Transfer,ATM,10,40,1,2,0,0
43658.01,Purchase,Utility,16,35,1,1,1,1
20458.5,Deposit,Fuel,0,83,1,1,0,0
3484.28,Deposit,Shopping,18,65,1,5,0,0
34216.06,Withdrawal,Fuel,3,53,1,2,1,0
50307.52,Purchase,Grocery,23,58,0,5,1,1
21520.22,Payment,Electronics,6,86,1,0,0,0
58955.02,Purchase,Entertainment,8,23,0,3,1,1
40454.88,Refund,Healthcare,21,53,1,1,1,1
4863.96,Purchase,Travel,6,37,1,3,0,0
11615.53,Payment,Grocery,5,66,1,5,0,0
78244.9,Refund,Shopping,23,64,1,2,1,1
57739.41,Purchase,Healthcare,23,9,1,2,0,0
74649.08,Refund,Fuel,7,7,0,3,0,1
17765.25,Deposit,Fuel,19,64,1,5,0,0
20768.55,Transfer,Restaurant,7,100,0,4,0,0
17766.61,Payment,Shopping,13,64,1,5,0,0
80419.37,Payment,Utility,4,34,1,5,0,1
24663.31,Deposit,Shopping,6,85,1,0,0,0
17564.88,Deposit,Electronics,0,5,1,4,0,0
38199.68,Withdrawal,ATM,16,22,0,0,1,0
30404.64,Withdrawal,Electronics,4,65,0,3,0,0
205.72,Refund,Utility,1,99,0,2,0,0
13792.83,Deposit,Travel,15,73,0,2,0,0
59634.63,Deposit,Travel,12,45,0,5,0,1
30895.34,Transfer,Healthcare,1,92,1,5,0,0
35496.18,Purchase,Entertainment,20,28,0,5,0,0
78409.2,Refund,Healthcare,7,42,1,4,0,1
58885.53,Withdrawal,Electronics,4,67,0,0,0,1
15828.29,Withdrawal,Electronics,21,66,0,2,0,0
3205.78,Payment,Shopping,16,75,0,3,1,0
56825.42,Purchase,Travel,0,57,0,4,0,1
24339.38,Deposit,Entertainment,4,50,0,1,1,0
298.67,Transfer,Restaurant,4,55,1,3,0,0
2501.57,Payment,ATM,16,7,1,5,1,0
29728.45,Refund,ATM,23,83,0,3,1,0
70457.06,Transfer,Fuel,22,84,0,4,1,1
51995.31,Purchase,Shopping,9,47,1,2,0,0
31685.74,Refund,Shopping,21,29,1,3,0,0
59205.58,Payment,Fuel,23,78,0,0,1,1
78344.24,Deposit,ATM,10,22,1,2,1,1
11664.73,Payment,Electronics,11,83,1,5,0,0
38504.66,Withdrawal,Electronics,20,58,0,0,0,0
73370.15,Payment,Travel,12,9,1,5,0,1
31747.8,Withdrawal,Electronics,0,3,0,1,1,0
21126.99,Transfer,ATM,18,46,1,0,0,0
11677.54,Deposit,Fuel,10,30,0,5,1,0
10319.21,Refund,Grocery,10,28,1,3,0,0
17290.37,Refund,Utility,20,74,0,5,1,0
5422.0,Payment,Fuel,5,51,1,2,0,0
8126.46,Deposit,Travel,5,86,1,1,1,0
74295.32,Deposit,Grocery,14,42,1,4,0,1
19002.88,Transfer,ATM,8,15,1,5,0,0
45285.41,Deposit,ATM,20,50,0,5,0,1
73627.49,Refund,Fuel,15,58,0,2,1,1
40466.99,Refund,Travel,0,83,1,0,0,1
5469.86,Withdrawal,Travel,2,83,0,0,0,0
34785.22,Refund,Entertainment,14,17,0,3,0,0
37192.51,Transfer,Healthcare,23,48,1,3,0,0
3370.07,Payment,Utility,21,49,0,0,0,0
23593.46,Transfer,Restaurant,8,1,0,0,0,0
25213.27,Transfer,Travel,14,49,1,3,0,0
35318.17,Deposit,Entertainment,11,96,1,1,0,0
26049.92,Payment,Utility,9,11,0,2,0,0
3365.47,Transfer,ATM,0,97,0,1,0,0
38224.43,Transfer,Entertainment,22,24,0,2,1,0
50197.99,Payment,Electronics,12,43,0,3,0,1
38133.22,Transfer,Restaurant,9,22,0,3,0,0
6774.79,Payment,Fuel,18,26,0,4,1,0
23898.73,Purchase,Utility,3,7,1,3,0,0
16224.73,Purchase,Restaurant,13,59,0,2,0,0
70886.51,Purchase,Utility,21,74,1,3,1,1
33015.3,Transfer,Entertainment,14,5,1,5,0,0
1202.09,Transfer,ATM,13,9,0,1,0,0
27193.88,Deposit,Utility,17,67,1,5,1,0
27370.63,Refund,Shopping,16,65,0,2,0,0
59774.34,Refund,Entertainment,16,95,1,4,1,1
3981.67,Refund,Fuel,22,30,0,0,1,0
48763.51,Transfer,Healthcare,15,43,1,0,0,0
4031.62,Withdrawal,Restaurant,12,58,0,5,0,0
32188.52,Transfer,Entertainment,14,98,0,2,0,0
38478.68,Refund,Fuel,9,97,1,2,0,0
81460.87,Payment,Electronics,13,42,0,4,0,1
28204.09,Withdrawal,Electronics,11,73,1,5,0,0
30808.18,Refund,Electronics,7,16,0,2,0,0
58673.87,Purchase,Restaurant,12,75,0,0,0,1
59787.43,Deposit,Healthcare,9,77,1,0,0,1
59979.52,Refund,Restaurant,19,33,0,3,0,1
1364.41,Purchase,ATM,21,21,1,4,0,0
53563.09,Refund,Entertainment,21,7,1,4,0,1
5851.42,Transfer,Electronics,13,82,1,5,1,0
24612.77,Payment,Utility,21,20,1,1,0,0
33306.84,Payment,Grocery,17,4,1,5,0,0
89930.93,Transfer,Grocery,8,80,1,3,0,1
63613.18,Purchase,Restaurant,1,26,0,2,0,1
73515.05,Payment,Travel,18,72,1,1,0,1
35428.78,Payment,Entertainment,8,83,0,4,0,0
5056.73,Transfer,Shopping,6,24,1,0,0,0
78836.16,Withdrawal,Entertainment,7,28,1,4,0,1
67776.94,Deposit,Utility,1,69,1,4,0,1
15908.77,Withdrawal,ATM,21,96,1,5,0,0
31403.0,Deposit,Healthcare,8,69,0,0,0,0
36161.02,Purchase,Electronics,3,41,1,3,1,0
9509.94,Purchase,Travel,3,27,1,2,0,0
14608.58,Withdrawal,Utility,11,2,0,4,1,0
8917.72,Payment,Travel,5,41,0,5,0,0
34179.4,Withdrawal,Healthcare,22,19,0,5,0,0
33147.3,Deposit,Utility,18,56,1,3,0,0
42596.51,Payment,Restaurant,7,48,0,0,1,1
36824.71,Transfer,Travel,23,67,0,2,0,0
11312.2,Transfer,Grocery,15,87,0,4,1,0
52050.72,Deposit,Travel,16,57,0,4,0,1
68560.95,Purchase,Entertainment,5,81,1,4,1,1
45368.38,Transfer,Travel,17,18,0,3,0,1
5152.99,Deposit,Electronics,13,59,1,0,0,0
46041.95,Withdrawal,Fuel,20,58,0,1,0,1
12771.49,Transfer,Utility,15,44,1,5,1,0
51717.33,Payment,Electronics,7,57,1,0,0,0
47905.85,Deposit,Travel,7,65,0,4,0,1
53786.39,Deposit,Restaurant,21,79,1,2,1,1
9596.09,Deposit,Utility,12,35,1,2,0,0
47117.07,Transfer,Entertainment,4,22,0,0,0,1
31116.63,Transfer,Healthcare,4,76,1,0,0,0
34261.04,Payment,Electronics,17,87,1,0,1,0
2312.62,Deposit,Restaurant,19,77,1,2,0,0
4329.13,Payment,Shopping,6,67,0,4,0,0
61796.57,Withdrawal,ATM,16,94,1,0,0,1
38075.24,Payment,Electronics,1,32,1,5,0,0
37630.28,Transfer,Entertainment,19,43,1,1,0,0
12934.02,Deposit,ATM,12,79,1,0,0,0
49129.3,Withdrawal,Shopping,16,70,0,5,1,1
1637.46,Purchase,Utility,3,37,0,1,1,0
15738.15,Payment,Shopping,0,65,1,4,0,0
25948.86,Transfer,Restaurant,15,18,0,1,0,0
71430.29,Deposit,Utility,15,54,0,4,0,1
71607.28,Deposit,Shopping,1,39,0,4,0,1
10676.93,Payment,ATM,15,43,1,4,0,0
16828.48,Refund,Electronics,17,98,0,0,1,0
9653.4,Withdrawal,ATM,2,92,0,0,0,0
541.47,Payment,Travel,19,89,1,2,1,0
29410.34,Purchase,Fuel,21,28,0,1,0,0
59162.15,Purchase,Utility,0,40,0,5,0,1
1548.14,Refund,Shopping,2,11,1,4,0,0
51943.01,Withdrawal,Grocery,8,15,1,2,0,0
13592.28,Withdrawal,Entertainment,2,71,0,0,0,0
13607.6,Purchase,Grocery,2,59,0,2,0,0
39784.02,Deposit,Fuel,4,25,0,0,0,0
392.62,Purchase,Fuel,0,73,0,4,0,0
65944.1,Transfer,Entertainment,19,50,0,5,0,1
41796.88,Withdrawal,Utility,5,5,1,2,0,0
13798.55,Refund,Shopping,0,56,0,5,0,0
25330.65,Withdrawal,Travel,0,15,1,5,0,0
29172.44,Transfer,Electronics,1,40,1,3,0,0
13358.2,Purchase,Travel,21,10,1,0,0,0
51910.47,Withdrawal,Grocery,18,51,1,1,0,0
38299.75,Refund,Fuel,9,1,1,2,0,0
14407.69,Withdrawal,Travel,18,81,1,3,0,0
28882.86,Refund,Grocery,7,50,0,5,0,0
69867.93,Withdrawal,Restaurant,19,13,1,4,0,1
2723.59,Purchase,Entertainment,4,88,1,3,0,0
16152.6,Deposit,Healthcare,13,67,0,5,0,0
77247.45,Transfer,Grocery,0,29,1,5,0,1
3613.4,Deposit,Healthcare,12,96,1,5,0,0
10234.02,Refund,Electronics,20,77,0,1,0,0
66897.18,Purchase,Entertainment,11,14,0,3,0,1
23453.99,Transfer,Grocery,14,44,0,5,0,0
5739.21,Payment,Utility,20,46,0,2,1,0
20812.02,Payment,Fuel,21,19,1,1,1,0
88642.58,Refund,Shopping,20,64,0,0,0,1
13726.2,Refund,Utility,2,4,0,3,0,0
43382.68,Payment,Entertainment,9,12,1,2,0,0
13151.18,Deposit,Utility,3,88,1,2,0,0
3079.46,Transfer,Travel,18,48,1,0,0,0
11828.38,Deposit,ATM,0,55,1,2,1,0
35650.83,Transfer,Entertainment,8,18,1,5,0,0
33973.02,Withdrawal,Entertainment,20,12,0,4,0,0
39934.35,Withdrawal,Healthcare,10,8,0,2,1,0
17806.54,Payment,Grocery,4,26,1,0,1,0
10271.0,Payment,Grocery,13,2,0,1,0,0
53391.38,Transfer,Restaurant,21,85,0,1,0,1
29558.01,Withdrawal,Shopping,0,74,1,2,0,0
21124.62,Transfer,Grocery,3,50,0,3,0,0
36852.53,Refund,Healthcare,17,22,0,3,0,0
74743.16,Withdrawal,ATM,23,52,0,0,0,1
23249.17,Transfer,Entertainment,3,18,0,3,0,0
