transaction_id,amount,transaction_type,merchant_category,hour,location_risk,device_trusted,failed_attempts,is_international,fraud
TXN0913,9028,Bank Transfer,Grocery,19,0,0,2,1,0
TXN0914,46014,Card,Shopping,21,1,0,3,1,0
TXN0915,54245,UPI,Fuel,19,0,0,5,0,1
TXN0916,144433,Bank Transfer,Shopping,6,1,0,5,0,1
TXN0917,11455,Bank Transfer,Food,3,0,1,3,0,0
TXN0918,43363,Card,Fuel,18,1,0,2,0,0
TXN0919,122570,UPI,Food,1,1,1,1,1,1
TXN0920,66446,UPI,Shopping,2,1,0,0,1,1
TXN0921,55296,UPI,Food,10,0,0,0,0,1
TXN0922,7219,Bank Transfer,Travel,1,0,0,0,1,0
TXN0923,95328,Bank Transfer,Grocery,6,1,0,3,1,1
TXN0924,51829,UPI,Food,3,0,0,5,1,1
TXN0925,3621,Bank Transfer,Grocery,10,0,1,2,1,0
TXN0926,9142,Card,Grocery,19,0,1,3,1,0
TXN0927,131318,Card,Travel,7,1,1,1,1,1
TXN0928,134340,UPI,Food,16,1,0,5,1,1
TXN0929,85064,Bank Transfer,Grocery,23,0,1,4,1,1
TXN0930,9144,Card,Travel,11,0,0,5,0,0
TXN0931,116063,UPI,Electronics,21,0,0,0,1,1
TXN0932,146804,Bank Transfer,Travel,11,1,1,4,1,1
TXN0933,28408,Bank Transfer,Fuel,3,0,0,2,0,0
TXN0934,80439,Bank Transfer,Fuel,12,1,0,4,1,1
TXN0935,61720,UPI,Electronics,20,0,0,5,1,1
TXN0936,60951,UPI,Travel,2,1,1,5,1,1
TXN0937,124805,Card,Travel,1,0,1,0,1,1
TXN0938,79915,UPI,Travel,8,1,0,5,0,1
TXN0939,125354,Card,Food,6,0,1,4,0,1
TXN0940,12450,Bank Transfer,Grocery,5,1,0,4,0,0
TXN0941,77802,Bank Transfer,Shopping,22,1,0,5,0,1
TXN0942,81800,UPI,Fuel,3,1,0,1,0,1
TXN0943,113621,Bank Transfer,Shopping,19,0,0,1,1,1
TXN0944,119876,Card,Fuel,8,0,0,2,0,1
TXN0945,33977,Card,Electronics,9,0,1,4,0,0
TXN0946,37344,UPI,Travel,4,0,1,5,1,0
TXN0947,117214,Bank Transfer,Food,15,0,0,5,1,1
TXN0948,60319,Card,Travel,3,1,1,2,1,1
TXN0949,113568,UPI,Shopping,9,0,0,0,1,1
TXN0950,1490,Bank Transfer,Shopping,3,1,0,5,0,0
TXN0951,13223,Card,Electronics,23,0,0,2,0,0
TXN0952,2539,Card,Travel,17,1,1,0,1,0
TXN0953,17852,Card,Shopping,19,1,1,0,0,0
TXN0954,144008,UPI,Electronics,12,1,1,2,1,1
TXN0955,55691,Card,Grocery,6,1,1,5,0,1
TXN0956,71711,UPI,Fuel,11,0,0,1,0,1
TXN0957,49069,UPI,Shopping,18,0,1,1,1,0
TXN0958,37396,Bank Transfer,Food,22,1,1,3,0,0
TXN0959,108262,Bank Transfer,Grocery,9,0,0,3,1,1
TXN0960,6251,Bank Transfer,Travel,14,1,1,2,1,0
TXN0961,11680,Bank Transfer,Grocery,4,1,1,3,0,0
TXN0962,24598,Card,Food,14,1,1,0,0,0
TXN0963,60473,Card,Food,13,1,1,0,1,1
TXN0964,77778,UPI,Food,6,0,1,1,1,1
TXN0965,62528,Card,Grocery,1,1,0,0,0,1
TXN0966,18998,Card,Fuel,3,0,0,0,0,0
TXN0967,198,Card,Grocery,14,1,0,4,1,0
TXN0968,61858,Bank Transfer,Travel,7,1,1,1,1,1
TXN0969,36495,UPI,Food,6,0,0,1,1,0
TXN0970,96080,UPI,Travel,16,0,0,5,1,1
TXN0971,52006,Bank Transfer,Grocery,20,0,1,2,1,1
TXN0972,96128,UPI,Grocery,0,1,1,2,1,1
TXN0973,147876,UPI,Electronics,22,0,0,2,1,1
TXN0974,59197,Bank Transfer,Fuel,10,1,1,2,0,0
TXN0975,73518,Card,Electronics,17,1,1,2,1,1
TXN0976,125900,Bank Transfer,Food,4,1,1,2,0,0
TXN0977,76409,Bank Transfer,Travel,11,0,1,1,0,0
TXN0978,146230,Card,Grocery,17,1,0,0,1,1
TXN0979,119076,Bank Transfer,Electronics,4,0,1,1,0,0
TXN0980,67975,Card,Shopping,23,0,0,2,1,1
TXN0981,139060,UPI,Electronics,20,0,0,3,0,1
TXN0982,62066,UPI,Shopping,15,1,1,4,1,1
TXN0983,84479,Bank Transfer,Grocery,12,0,0,4,1,1
TXN0984,45958,UPI,Food,2,0,1,0,0,0
TXN0985,120917,Card,Shopping,2,1,0,4,1,1
TXN0986,17993,Card,Electronics,10,0,0,2,1,0
TXN0987,79797,Bank Transfer,Shopping,7,1,0,3,1,1
TXN0988,123384,Card,Grocery,15,0,1,4,0,1
TXN0989,136620,Bank Transfer,Food,17,0,1,3,1,1
TXN0990,5389,Bank Transfer,Electronics,14,0,0,0,0,0
TXN0991,90704,Card,Food,17,0,0,3,1,1
TXN0992,83295,Bank Transfer,Fuel,15,0,1,0,0,0
TXN0993,107456,Bank Transfer,Fuel,12,1,0,0,1,1
TXN0994,73644,UPI,Travel,6,0,1,3,0,1
TXN0995,93422,Bank Transfer,Grocery,19,0,1,1,1,1
TXN0996,87517,UPI,Food,10,0,1,3,1,1
TXN0997,104316,Card,Travel,12,0,0,1,1,1
TXN0998,136922,Card,Shopping,12,0,1,0,1,1
TXN0999,68741,Card,Travel,0,0,0,3,0,1
TXN1000,15542,Card,Grocery,8,0,1,1,0,0
